Order NO,Order Date,Month/Yr,Day of Week,Pie Flavor,Quantity,Cost,Slice Or Whole Pie,Pre-Order/In-Store Purchase,Organic?
10298,14-05-2021,01-05-2021,Friday,Apple,1,2.5,Slice,Pre-Order,Yes
10299,14-05-2021,01-05-2021,Friday,Strawberry Rhubarb,2,5,Slice,Pre-Order,Yes
10300,14-05-2021,01-05-2021,Friday,Apple,2,40,Whole,In-Store,Yes
10301,14-05-2021,01-05-2021,Friday,Pumpkin,5,12.5,Slice,In-Store,No
10302,14-05-2021,01-05-2021,Friday,Apple,4,10,Slice,Pre-Order,Yes
10303,14-05-2021,01-05-2021,Friday,Apple,5,100,Whole,Pre-Order,Yes
10304,14-05-2021,01-05-2021,Friday,Apple,3,60,Whole,Pre-Order,Yes
10305,14-05-2021,01-05-2021,Friday,Strawberry Rhubarb,4,10,Slice,Pre-Order,No
10306,14-05-2021,01-05-2021,Friday,Apple,4,10,Slice,Pre-Order,No
10307,20-08-2021,01-08-2021,Friday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
10308,20-08-2021,01-08-2021,Friday,Strawberry Rhubarb,3,7.5,Slice,In-Store,No
10309,20-08-2021,01-08-2021,Friday,Other,3,60,Whole,Pre-Order,Yes
10310,20-08-2021,01-08-2021,Friday,Cherry,1,20,Whole,In-Store,Yes
10311,07-07-2020,01-07-2020,Tuesday,Cherry,3,7.5,Slice,Pre-Order,Yes
10312,16-03-2021,01-03-2021,Tuesday,Strawberry Rhubarb,5,12.5,Slice,Pre-Order,No
10313,16-03-2021,01-03-2021,Tuesday,Cherry,1,20,Whole,In-Store,Yes
10314,16-03-2021,01-03-2021,Tuesday,Cherry,2,5,Slice,Pre-Order,Yes
10315,16-03-2021,01-03-2021,Tuesday,Apple,5,100,Whole,In-Store,Yes
10316,16-03-2021,01-03-2021,Tuesday,Cherry,1,2.5,Slice,Pre-Order,No
10317,16-03-2021,01-03-2021,Tuesday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
10318,16-03-2021,01-03-2021,Tuesday,Apple,3,60,Whole,In-Store,No
10319,16-03-2021,01-03-2021,Tuesday,Apple,1,20,Whole,Pre-Order,Yes
10320,16-03-2021,01-03-2021,Tuesday,Apple,5,12.5,Slice,In-Store,No
10321,16-03-2021,01-03-2021,Tuesday,Apple,1,2.5,Slice,In-Store,No
10322,16-03-2021,01-03-2021,Tuesday,Apple,4,10,Slice,Pre-Order,Yes
10323,16-03-2021,01-03-2021,Tuesday,Apple,2,5,Slice,Pre-Order,No
10324,16-03-2021,01-03-2021,Tuesday,Apple,2,5,Slice,In-Store,No
10325,16-03-2021,01-03-2021,Tuesday,Apple,2,5,Slice,In-Store,No
10326,16-03-2021,01-03-2021,Tuesday,Apple,3,60,Whole,Pre-Order,Yes
10327,16-03-2021,01-03-2021,Tuesday,Apple,2,40,Whole,Pre-Order,Yes
10328,16-03-2021,01-03-2021,Tuesday,Apple,2,5,Slice,Pre-Order,No
10329,17-07-2020,01-07-2020,Friday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,No
10330,17-07-2020,01-07-2020,Friday,Strawberry Rhubarb,5,12.5,Slice,In-Store,Yes
10331,17-07-2020,01-07-2020,Friday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
10332,17-07-2020,01-07-2020,Friday,Other,3,60,Whole,In-Store,Yes
10333,17-07-2020,01-07-2020,Friday,Strawberry Rhubarb,2,40,Whole,Pre-Order,No
10334,17-07-2020,01-07-2020,Friday,Other,2,5,Slice,In-Store,Yes
10335,17-07-2020,01-07-2020,Friday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,Yes
10336,17-07-2020,01-07-2020,Friday,Strawberry Rhubarb,1,2.5,Slice,In-Store,No
10337,17-07-2020,01-07-2020,Friday,Cherry,1,20,Whole,In-Store,No
10338,19-02-2021,01-02-2021,Friday,Pumpkin,3,60,Whole,Pre-Order,Yes
10339,19-02-2021,01-02-2021,Friday,Pumpkin,2,40,Whole,In-Store,No
10340,19-02-2021,01-02-2021,Friday,Fudge,4,10,Slice,Pre-Order,No
10341,19-02-2021,01-02-2021,Friday,Fudge,4,80,Whole,Pre-Order,No
10342,19-02-2021,01-02-2021,Friday,Fudge,3,60,Whole,Pre-Order,Yes
10343,19-02-2021,01-02-2021,Friday,Fudge,4,80,Whole,In-Store,Yes
10344,19-02-2021,01-02-2021,Friday,Apple,5,12.5,Slice,Pre-Order,No
10345,06-07-2019,01-07-2019,Saturday,Strawberry Rhubarb,3,60,Whole,Pre-Order,Yes
10346,06-07-2019,01-07-2019,Saturday,Other,1,20,Whole,In-Store,Yes
10347,06-07-2019,01-07-2019,Saturday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,Yes
10348,06-07-2019,01-07-2019,Saturday,Other,2,40,Whole,Pre-Order,Yes
10349,06-07-2019,01-07-2019,Saturday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
10350,06-07-2019,01-07-2019,Saturday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,Yes
10351,06-07-2019,01-07-2019,Saturday,Cherry,5,12.5,Slice,Pre-Order,Yes
10352,06-07-2019,01-07-2019,Saturday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
10353,06-07-2019,01-07-2019,Saturday,Cherry,4,10,Slice,Pre-Order,Yes
10354,06-07-2019,01-07-2019,Saturday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,Yes
10355,06-07-2019,01-07-2019,Saturday,Cherry,1,20,Whole,In-Store,Yes
10356,06-07-2019,01-07-2019,Saturday,Cherry,3,60,Whole,Pre-Order,Yes
10357,06-07-2019,01-07-2019,Saturday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
10358,09-11-2019,01-11-2019,Saturday,Apple,2,40,Whole,Pre-Order,Yes
10359,09-11-2019,01-11-2019,Saturday,Apple,3,7.5,Slice,In-Store,Yes
10360,09-11-2019,01-11-2019,Saturday,Blueberry,3,7.5,Slice,In-Store,Yes
10361,09-11-2019,01-11-2019,Saturday,Other,4,80,Whole,In-Store,Yes
10362,30-11-2019,01-11-2019,Saturday,Pumpkin,4,10,Slice,In-Store,Yes
10363,30-11-2019,01-11-2019,Saturday,Pumpkin,4,10,Slice,Pre-Order,Yes
10364,30-11-2019,01-11-2019,Saturday,Pumpkin,2,5,Slice,Pre-Order,Yes
10365,30-11-2019,01-11-2019,Saturday,Apple,5,100,Whole,In-Store,Yes
10366,30-11-2019,01-11-2019,Saturday,Pumpkin,1,20,Whole,In-Store,Yes
10367,30-11-2019,01-11-2019,Saturday,Apple,1,2.5,Slice,In-Store,Yes
10368,30-11-2019,01-11-2019,Saturday,Apple,5,12.5,Slice,In-Store,Yes
10369,30-11-2019,01-11-2019,Saturday,Fudge,3,7.5,Slice,Pre-Order,Yes
10370,02-03-2020,01-03-2020,Monday,Blueberry,3,7.5,Slice,In-Store,Yes
10371,02-03-2020,01-03-2020,Monday,Blueberry,2,5,Slice,In-Store,Yes
10372,02-03-2020,01-03-2020,Monday,Blueberry,1,20,Whole,In-Store,Yes
10373,02-03-2020,01-03-2020,Monday,Blueberry,4,10,Slice,Pre-Order,Yes
10374,02-03-2020,01-03-2020,Monday,Blueberry,4,10,Slice,In-Store,Yes
10375,02-03-2020,01-03-2020,Monday,Apple,3,7.5,Slice,In-Store,Yes
10376,02-03-2020,01-03-2020,Monday,Apple,1,2.5,Slice,Pre-Order,Yes
10377,02-03-2020,01-03-2020,Monday,Blueberry,1,2.5,Slice,In-Store,Yes
10378,02-03-2020,01-03-2020,Monday,Other,2,40,Whole,Pre-Order,Yes
10379,02-03-2020,01-03-2020,Monday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
10380,02-03-2020,01-03-2020,Monday,Strawberry Rhubarb,3,7.5,Slice,In-Store,Yes
10381,02-03-2020,01-03-2020,Monday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
10382,02-03-2020,01-03-2020,Monday,Other,5,12.5,Slice,Pre-Order,Yes
10383,12-03-2020,01-03-2020,Thursday,Apple,5,12.5,Slice,Pre-Order,Yes
10384,12-03-2020,01-03-2020,Thursday,Fudge,2,5,Slice,In-Store,Yes
10385,23-04-2020,01-04-2020,Thursday,Pumpkin,5,12.5,Slice,In-Store,Yes
10386,23-04-2020,01-04-2020,Thursday,Pumpkin,5,100,Whole,Pre-Order,Yes
10387,23-04-2020,01-04-2020,Thursday,Pumpkin,5,12.5,Slice,Pre-Order,Yes
10388,23-04-2020,01-04-2020,Thursday,Pumpkin,5,12.5,Slice,In-Store,Yes
10389,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
10390,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,4,80,Whole,In-Store,Yes
10391,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,5,100,Whole,In-Store,Yes
10392,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
10393,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,1,20,Whole,In-Store,Yes
10394,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
10395,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
10396,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
10397,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,2,5,Slice,In-Store,Yes
10398,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,1,20,Whole,In-Store,Yes
10399,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,1,20,Whole,In-Store,Yes
10400,07-05-2020,01-05-2020,Thursday,Apple,3,60,Whole,In-Store,Yes
10401,07-05-2020,01-05-2020,Thursday,Apple,5,100,Whole,Pre-Order,Yes
10402,07-05-2020,01-05-2020,Thursday,Apple,5,100,Whole,In-Store,Yes
10403,07-05-2020,01-05-2020,Thursday,Apple,2,40,Whole,In-Store,Yes
10404,07-05-2020,01-05-2020,Thursday,Apple,1,2.5,Slice,Pre-Order,Yes
10405,20-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,1,20,Whole,In-Store,Yes
10406,20-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,3,60,Whole,Pre-Order,Yes
10407,20-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
10408,20-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
10409,20-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
10410,20-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
10411,20-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
10412,20-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,5,12.5,Slice,In-Store,Yes
10413,20-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
10414,20-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
10415,20-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
10416,20-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
10417,20-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,4,80,Whole,In-Store,Yes
10418,20-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
10419,20-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
10420,20-06-2020,01-06-2020,Saturday,Strawberry Rhubarb,3,60,Whole,Pre-Order,Yes
10421,02-10-2020,01-10-2020,Friday,Apple,2,5,Slice,In-Store,Yes
10422,02-10-2020,01-10-2020,Friday,Apple,2,5,Slice,In-Store,Yes
10423,02-10-2020,01-10-2020,Friday,Apple,4,10,Slice,Pre-Order,Yes
10424,02-10-2020,01-10-2020,Friday,Apple,5,100,Whole,Pre-Order,Yes
10425,02-10-2020,01-10-2020,Friday,Apple,5,100,Whole,In-Store,Yes
10426,02-10-2020,01-10-2020,Friday,Apple,5,100,Whole,Pre-Order,Yes
10427,02-10-2020,01-10-2020,Friday,Apple,3,7.5,Slice,Pre-Order,Yes
10428,02-10-2020,01-10-2020,Friday,Apple,2,40,Whole,In-Store,Yes
10429,02-10-2020,01-10-2020,Friday,Apple,2,5,Slice,In-Store,Yes
10430,08-10-2020,01-10-2020,Thursday,Apple,3,7.5,Slice,In-Store,Yes
10431,08-10-2020,01-10-2020,Thursday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
10432,08-10-2020,01-10-2020,Thursday,Cherry,4,80,Whole,In-Store,Yes
10433,08-10-2020,01-10-2020,Thursday,Cherry,2,5,Slice,Pre-Order,Yes
10434,08-10-2020,01-10-2020,Thursday,Cherry,4,80,Whole,In-Store,Yes
10435,08-10-2020,01-10-2020,Thursday,Apple,5,12.5,Slice,In-Store,Yes
10436,08-10-2020,01-10-2020,Thursday,Cherry,5,100,Whole,Pre-Order,Yes
10437,08-10-2020,01-10-2020,Thursday,Cherry,1,2.5,Slice,Pre-Order,Yes
10438,08-10-2020,01-10-2020,Thursday,Apple,2,40,Whole,In-Store,Yes
10439,08-10-2020,01-10-2020,Thursday,Cherry,4,10,Slice,In-Store,Yes
10440,08-10-2020,01-10-2020,Thursday,Cherry,5,12.5,Slice,Pre-Order,Yes
10441,27-11-2020,01-11-2020,Friday,Fudge,4,10,Slice,Pre-Order,Yes
10442,27-11-2020,01-11-2020,Friday,Apple,3,60,Whole,Pre-Order,Yes
10443,27-11-2020,01-11-2020,Friday,Apple,5,12.5,Slice,In-Store,Yes
10444,27-11-2020,01-11-2020,Friday,Fudge,3,60,Whole,In-Store,Yes
10445,27-11-2020,01-11-2020,Friday,Fudge,5,100,Whole,Pre-Order,Yes
10446,27-11-2020,01-11-2020,Friday,Fudge,2,40,Whole,Pre-Order,Yes
10447,27-11-2020,01-11-2020,Friday,Fudge,2,40,Whole,In-Store,Yes
10448,27-11-2020,01-11-2020,Friday,Fudge,1,2.5,Slice,Pre-Order,Yes
10449,27-11-2020,01-11-2020,Friday,Fudge,1,20,Whole,Pre-Order,Yes
10450,27-11-2020,01-11-2020,Friday,Fudge,5,12.5,Slice,In-Store,Yes
10451,27-11-2020,01-11-2020,Friday,Apple,3,7.5,Slice,In-Store,Yes
10452,27-11-2020,01-11-2020,Friday,Fudge,3,7.5,Slice,Pre-Order,Yes
10453,27-11-2020,01-11-2020,Friday,Pumpkin,3,60,Whole,In-Store,Yes
10454,27-11-2020,01-11-2020,Friday,Apple,2,40,Whole,Pre-Order,Yes
10455,27-11-2020,01-11-2020,Friday,Pumpkin,4,10,Slice,In-Store,Yes
10456,27-11-2020,01-11-2020,Friday,Apple,5,12.5,Slice,In-Store,Yes
10457,12-01-2021,01-01-2021,Tuesday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,Yes
10458,12-01-2021,01-01-2021,Tuesday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,Yes
10459,12-01-2021,01-01-2021,Tuesday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
10460,12-01-2021,01-01-2021,Tuesday,Strawberry Rhubarb,2,40,Whole,In-Store,Yes
10461,12-01-2021,01-01-2021,Tuesday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
10462,12-01-2021,01-01-2021,Tuesday,Strawberry Rhubarb,5,12.5,Slice,Pre-Order,Yes
10463,21-03-2021,01-03-2021,Sunday,Apple,2,5,Slice,In-Store,Yes
10464,21-03-2021,01-03-2021,Sunday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
10465,21-03-2021,01-03-2021,Sunday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,Yes
10466,21-03-2021,01-03-2021,Sunday,Strawberry Rhubarb,2,40,Whole,In-Store,Yes
10467,21-03-2021,01-03-2021,Sunday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,Yes
10468,21-03-2021,01-03-2021,Sunday,Strawberry Rhubarb,5,12.5,Slice,Pre-Order,Yes
10469,21-03-2021,01-03-2021,Sunday,Strawberry Rhubarb,2,40,Whole,In-Store,Yes
10470,21-03-2021,01-03-2021,Sunday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
10471,21-03-2021,01-03-2021,Sunday,Strawberry Rhubarb,1,20,Whole,In-Store,Yes
10472,21-03-2021,01-03-2021,Sunday,Strawberry Rhubarb,5,12.5,Slice,In-Store,Yes
10473,21-03-2021,01-03-2021,Sunday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
10474,07-05-2021,01-05-2021,Friday,Apple,5,100,Whole,In-Store,Yes
10475,07-05-2021,01-05-2021,Friday,Other,1,2.5,Slice,In-Store,Yes
10476,07-05-2021,01-05-2021,Friday,Apple,5,100,Whole,Pre-Order,Yes
10477,07-05-2021,01-05-2021,Friday,Blueberry,3,7.5,Slice,Pre-Order,Yes
10478,07-05-2021,01-05-2021,Friday,Strawberry Rhubarb,1,20,Whole,In-Store,Yes
10479,07-05-2021,01-05-2021,Friday,Blueberry,4,80,Whole,Pre-Order,Yes
10480,07-05-2021,01-05-2021,Friday,Blueberry,1,2.5,Slice,In-Store,Yes
10481,07-05-2021,01-05-2021,Friday,Cherry,1,2.5,Slice,In-Store,Yes
10482,07-05-2021,01-05-2021,Friday,Apple,3,60,Whole,Pre-Order,Yes
10483,07-05-2021,01-05-2021,Friday,Apple,2,5,Slice,Pre-Order,Yes
10484,07-05-2021,01-05-2021,Friday,Blueberry,5,100,Whole,In-Store,Yes
10485,07-05-2021,01-05-2021,Friday,Blueberry,4,80,Whole,In-Store,Yes
10486,07-05-2021,01-05-2021,Friday,Blueberry,2,40,Whole,Pre-Order,Yes
10487,07-05-2021,01-05-2021,Friday,Other,5,12.5,Slice,Pre-Order,Yes
10488,07-05-2021,01-05-2021,Friday,Blueberry,5,100,Whole,In-Store,Yes
10489,07-05-2021,01-05-2021,Friday,Blueberry,2,5,Slice,Pre-Order,Yes
10490,07-05-2021,01-05-2021,Friday,Other,5,12.5,Slice,Pre-Order,Yes
10491,12-05-2021,01-05-2021,Wednesday,Pumpkin,4,80,Whole,Pre-Order,Yes
10492,12-05-2021,01-05-2021,Wednesday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
10493,12-05-2021,01-05-2021,Wednesday,Pumpkin,5,100,Whole,In-Store,Yes
10494,12-05-2021,01-05-2021,Wednesday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
10495,12-05-2021,01-05-2021,Wednesday,Pumpkin,1,2.5,Slice,Pre-Order,Yes
10496,12-05-2021,01-05-2021,Wednesday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
10497,12-05-2021,01-05-2021,Wednesday,Strawberry Rhubarb,2,5,Slice,In-Store,Yes
10498,12-05-2021,01-05-2021,Wednesday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
10499,12-05-2021,01-05-2021,Wednesday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,Yes
10500,12-05-2021,01-05-2021,Wednesday,Pumpkin,1,20,Whole,In-Store,Yes
10501,15-05-2021,01-05-2021,Saturday,Cherry,2,40,Whole,Pre-Order,Yes
10502,15-05-2021,01-05-2021,Saturday,Cherry,2,5,Slice,In-Store,Yes
10503,15-05-2021,01-05-2021,Saturday,Strawberry Rhubarb,2,5,Slice,In-Store,Yes
10504,15-05-2021,01-05-2021,Saturday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
10505,15-05-2021,01-05-2021,Saturday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,Yes
10506,15-05-2021,01-05-2021,Saturday,Apple,2,40,Whole,Pre-Order,Yes
10507,15-05-2021,01-05-2021,Saturday,Cherry,1,2.5,Slice,Pre-Order,No
10508,15-05-2021,01-05-2021,Saturday,Apple,4,10,Slice,In-Store,Yes
10509,15-05-2021,01-05-2021,Saturday,Cherry,5,12.5,Slice,In-Store,No
10510,15-05-2021,01-05-2021,Saturday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
10511,15-05-2021,01-05-2021,Saturday,Cherry,1,20,Whole,Pre-Order,Yes
10512,15-05-2021,01-05-2021,Saturday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
10513,15-05-2021,01-05-2021,Saturday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
10514,15-05-2021,01-05-2021,Saturday,Strawberry Rhubarb,5,12.5,Slice,In-Store,No
10515,16-07-2021,01-07-2021,Friday,Pumpkin,1,2.5,Slice,In-Store,Yes
10516,16-07-2021,01-07-2021,Friday,Strawberry Rhubarb,2,5,Slice,In-Store,No
10517,16-07-2021,01-07-2021,Friday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
10518,16-07-2021,01-07-2021,Friday,Strawberry Rhubarb,2,5,Slice,Pre-Order,No
10519,16-07-2021,01-07-2021,Friday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
10520,16-07-2021,01-07-2021,Friday,Strawberry Rhubarb,2,5,Slice,Pre-Order,No
10521,16-07-2021,01-07-2021,Friday,Strawberry Rhubarb,5,100,Whole,In-Store,No
10522,16-07-2021,01-07-2021,Friday,Strawberry Rhubarb,3,60,Whole,In-Store,No
10523,16-07-2021,01-07-2021,Friday,Pumpkin,5,100,Whole,Pre-Order,Yes
10524,16-07-2021,01-07-2021,Friday,Strawberry Rhubarb,2,5,Slice,Pre-Order,No
10525,16-07-2021,01-07-2021,Friday,Apple,3,7.5,Slice,In-Store,Yes
10526,16-07-2021,01-07-2021,Friday,Apple,3,7.5,Slice,Pre-Order,Yes
10527,16-07-2021,01-07-2021,Friday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
10528,16-07-2021,01-07-2021,Friday,Strawberry Rhubarb,2,40,Whole,In-Store,Yes
10529,16-07-2021,01-07-2021,Friday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,No
10530,22-07-2021,01-07-2021,Thursday,Apple,5,100,Whole,In-Store,No
10531,22-07-2021,01-07-2021,Thursday,Strawberry Rhubarb,1,20,Whole,In-Store,Yes
10532,22-07-2021,01-07-2021,Thursday,Strawberry Rhubarb,5,12.5,Slice,In-Store,No
10533,22-07-2021,01-07-2021,Thursday,Apple,2,5,Slice,In-Store,Yes
10534,22-07-2021,01-07-2021,Thursday,Apple,4,80,Whole,Pre-Order,No
10535,22-07-2021,01-07-2021,Thursday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,No
10536,22-07-2021,01-07-2021,Thursday,Strawberry Rhubarb,1,20,Whole,In-Store,No
10537,22-07-2021,01-07-2021,Thursday,Apple,3,7.5,Slice,In-Store,No
10538,22-07-2021,01-07-2021,Thursday,Strawberry Rhubarb,3,60,Whole,Pre-Order,No
10539,22-07-2021,01-07-2021,Thursday,Apple,1,20,Whole,In-Store,No
10540,22-07-2021,01-07-2021,Thursday,Strawberry Rhubarb,2,5,Slice,Pre-Order,Yes
10541,22-07-2021,01-07-2021,Thursday,Apple,2,40,Whole,Pre-Order,No
10542,22-07-2021,01-07-2021,Thursday,Apple,2,40,Whole,Pre-Order,No
10543,28-07-2021,01-07-2021,Wednesday,Strawberry Rhubarb,2,5,Slice,Pre-Order,Yes
10544,28-07-2021,01-07-2021,Wednesday,Strawberry Rhubarb,4,80,Whole,In-Store,Yes
10545,28-07-2021,01-07-2021,Wednesday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
10546,28-07-2021,01-07-2021,Wednesday,Strawberry Rhubarb,1,2.5,Slice,In-Store,No
10547,28-07-2021,01-07-2021,Wednesday,Cherry,3,60,Whole,In-Store,No
10548,28-07-2021,01-07-2021,Wednesday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
10549,28-07-2021,01-07-2021,Wednesday,Apple,2,5,Slice,In-Store,No
10550,28-07-2021,01-07-2021,Wednesday,Other,3,60,Whole,Pre-Order,No
10551,28-07-2021,01-07-2021,Wednesday,Apple,4,10,Slice,In-Store,No
10552,28-07-2021,01-07-2021,Wednesday,Other,1,2.5,Slice,Pre-Order,Yes
10553,28-07-2021,01-07-2021,Wednesday,Cherry,2,5,Slice,In-Store,No
10554,28-07-2021,01-07-2021,Wednesday,Other,1,2.5,Slice,Pre-Order,Yes
10555,28-07-2021,01-07-2021,Wednesday,Cherry,1,20,Whole,Pre-Order,No
10556,04-08-2021,01-08-2021,Wednesday,Fudge,5,100,Whole,In-Store,No
10557,04-08-2021,01-08-2021,Wednesday,Blueberry,5,12.5,Slice,In-Store,No
10558,04-08-2021,01-08-2021,Wednesday,Blueberry,1,2.5,Slice,Pre-Order,Yes
10559,04-08-2021,01-08-2021,Wednesday,Blueberry,1,2.5,Slice,In-Store,No
10560,04-08-2021,01-08-2021,Wednesday,Blueberry,4,10,Slice,In-Store,No
10561,04-08-2021,01-08-2021,Wednesday,Apple,2,5,Slice,Pre-Order,Yes
10562,04-08-2021,01-08-2021,Wednesday,Fudge,3,7.5,Slice,Pre-Order,Yes
10563,04-08-2021,01-08-2021,Wednesday,Fudge,4,80,Whole,Pre-Order,Yes
10564,04-08-2021,01-08-2021,Wednesday,Apple,4,10,Slice,Pre-Order,Yes
10565,04-08-2021,01-08-2021,Wednesday,Blueberry,3,60,Whole,Pre-Order,No
10566,04-08-2021,01-08-2021,Wednesday,Fudge,3,60,Whole,In-Store,Yes
10567,04-08-2021,01-08-2021,Wednesday,Fudge,3,7.5,Slice,In-Store,Yes
10568,04-08-2021,01-08-2021,Wednesday,Blueberry,2,40,Whole,Pre-Order,Yes
10569,04-08-2021,01-08-2021,Wednesday,Fudge,5,12.5,Slice,Pre-Order,Yes
10570,04-08-2021,01-08-2021,Wednesday,Fudge,4,80,Whole,In-Store,No
10571,04-08-2021,01-08-2021,Wednesday,Fudge,4,80,Whole,Pre-Order,No
10572,04-08-2021,01-08-2021,Wednesday,Fudge,4,10,Slice,In-Store,Yes
10573,04-08-2021,01-08-2021,Wednesday,Fudge,5,100,Whole,Pre-Order,No
10574,18-08-2021,01-08-2021,Wednesday,Strawberry Rhubarb,3,7.5,Slice,In-Store,Yes
10575,18-08-2021,01-08-2021,Wednesday,Strawberry Rhubarb,4,80,Whole,Pre-Order,Yes
10576,18-08-2021,01-08-2021,Wednesday,Cherry,3,60,Whole,Pre-Order,Yes
10577,18-08-2021,01-08-2021,Wednesday,Other,5,100,Whole,Pre-Order,Yes
10578,18-08-2021,01-08-2021,Wednesday,Strawberry Rhubarb,2,5,Slice,Pre-Order,Yes
10579,18-08-2021,01-08-2021,Wednesday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,Yes
10580,18-08-2021,01-08-2021,Wednesday,Strawberry Rhubarb,4,10,Slice,Pre-Order,No
10581,06-10-2021,01-10-2021,Wednesday,Apple,5,100,Whole,In-Store,No
10582,06-10-2021,01-10-2021,Wednesday,Apple,3,60,Whole,In-Store,No
10583,06-10-2021,01-10-2021,Wednesday,Cherry,2,40,Whole,In-Store,No
10584,06-10-2021,01-10-2021,Wednesday,Pumpkin,5,100,Whole,Pre-Order,No
10585,06-10-2021,01-10-2021,Wednesday,Cherry,5,12.5,Slice,Pre-Order,Yes
10586,06-10-2021,01-10-2021,Wednesday,Apple,2,40,Whole,Pre-Order,No
10587,06-10-2021,01-10-2021,Wednesday,Cherry,5,100,Whole,In-Store,No
10588,06-10-2021,01-10-2021,Wednesday,Cherry,2,40,Whole,In-Store,No
10589,06-10-2021,01-10-2021,Wednesday,Apple,3,7.5,Slice,In-Store,No
